rank;word;freq;#texts;%caps;blog;web;TVM;spok;fic;mag;news;acad;blogPM;webPM;TVMPM;spokPM;ficPM;magPM;newsPM;acadPM
184;away;486951;177765;0,02;52983;53701;85860;57670;122095;51909;43634;19091;426,41;417,54;670,39;457,21;1031,89;411,68;358,41;159,37
185;part;485751;204511;0,06;71626;73689;37014;74493;37162;61805;62669;67286;576,45;572,95;289,00;590,58;314,07;490,16;514,77;561,70
186;place;475650;186660;0,05;57553;61029;74418;50856;68791;62822;55560;44613;463,19;474,52;581,05;403,19;581,39;498,23;456,37;372,43
187;few;472888;202402;0,03;75118;66270;39161;45147;74875;75950;58274;38093;604,55;515,27;305,77;357,92;632,81;602,34;478,67;318,00
188;thought;472552;153830;0,02;50045;47907;102453;60936;120194;36191;30434;24391;402,76;372,49;799,95;483,10;1015,82;287,02;249,99;203,61
189;big;471533;172161;0,16;64883;49430;82393;80572;58310;61331;64247;10366;522,18;384,33;643,32;638,77;492,81;486,40;527,73;86,53
190;against;467839;167279;0,02;63069;66577;25794;60942;67247;56414;78572;49224;507,58;517,65;201,40;483,15;568,34;447,41;645,40;410,92
191;give;462614;171994;0,12;60612;56603;132222;67042;47348;41615;36287;20883;487,81;440,10;1032,38;531,51;400,16;330,04;298,06;174,33
192;doing;461787;157582;0,02;60300;47146;139259;89199;41534;34491;33461;16394;485,30;366,57;1087,33;707,17;351,02;273,54;274,85;136,86
193;sure;453933;159755;0,15;69084;53354;130566;66330;65400;34063;26347;8774;555,99;414,84;1019,45;525,86;552,73;270,15;216,42;73,24
194;best;450898;191159;0,09;74498;68081;56017;46740;36017;74848;61443;33241;599,56;529,35;437,38;370,55;304,40;593,60;504,70;277,49
195;without;444532;188082;0,08;69849;72249;43348;34983;61202;60064;48630;54206;562,15;561,75;338,46;277,34;517,25;476,35;399,45;452,51
196;women;443704;97874;0,11;63228;53361;23719;57455;36103;76637;56431;76770;508,86;414,89;185,20;455,50;305,12;607,79;463,53;640,87
197;children;442631;110932;0,08;45690;51779;21982;57181;38471;59701;66000;101825;367,72;402,59;171,63;453,33;325,14;473,48;542,13;850,03
198;found;442540;173615;0,01;44215;54271;56858;42700;59419;64682;47996;72395;355,84;421,97;443,94;338,52;502,18;512,98;394,24;604,35
199;family;441040;143554;0,07;47921;50525;53136;65376;42088;64238;70460;47291;385,67;392,84;414,88;518,30;355,71;509,46;578,76;394,78
200;na;439317;42495;0,03;8019;9864;375514;20215;15947;4284;3593;1871;64,54;76,70;2932,00;160,26;134,78;33,98;29,51;15,62
201;money;437604;130444;0,04;72489;58161;70107;72436;35741;48764;63237;16667;583,40;452,22;547,39;574,27;302,07;386,74;519,43;139,13
202;today;431743;165895;0,20;52515;45976;55587;127215;22979;47129;53730;26605;422,64;357,47;434,02;1008,56;194,21;373,77;441,34;222,10
203;must;430788;152145;0,03;52869;72488;71979;26203;57108;43533;35912;70694;425,49;563,61;562,01;207,74;482,65;345,25;294,98;590,15
204;told;427827;150455;0,01;37677;42918;86824;55896;87698;50001;53806;13005;303,23;333,70;677,92;443,14;741,18;396,55;441,97;108,56
205;okay;427310;48161;0,60;10058;8128;339135;32993;30154;5238;872;710;80,95;63,20;2647,95;261,57;254,85;41,54;7,16;5,93
206;old;426120;152364;0,10;49590;49295;67472;41846;101498;50836;41244;24337;399,10;383,28;526,82;331,75;857,81;403,17;338,78;203,16
207;american;425152;131762;0,99;46253;55661;12034;77502;13205;67895;69364;83237;372,25;432,78;93,96;614,43;111,60;538,46;569,76;694,86
208;during;423699;177734;0,15;49712;62219;10983;33840;24007;70038;76643;96257;400,08;483,77;85,75;268,28;202,90;555,46;629,55;803,54
209;night;422552;134388;0,10;34150;35849;98785;62692;98978;40296;43709;8084;274,84;278,73;771,31;497,02;836,51;319,58;359,03;67,48
210;under;421360;173579;0,08;46998;65993;31996;44923;58714;54089;58338;60297;378,24;513,11;249,82;356,15;496,22;428,97;479,19;503,35
211;left;420993;166451;0,05;45272;46337;60243;41259;86782;59947;54098;27042;364,35;360,28;470,37;327,10;733,44;475,43;444,37;225,74
212;point;420859;166322;0,05;81253;69081;33271;80815;30047;44096;40505;41688;653,93;537,12;259,78;640,70;253,94;349,72;332,71;348,01
213;kind;417126;153425;0,03;47204;41173;78650;117572;45886;34763;31893;19984;379,90;320,13;614,10;932,11;387,81;275,70;261,97;166,82
214;different;413747;165985;0,02;64753;63756;29855;62004;28083;48607;36479;80206;521,14;495,72;233,11;491,57;237,34;385,49;299,64;669,55
215;end;413640;180707;0,07;60374;63361;37259;63122;48816;51947;51325;37432;485,89;492,65;290,92;500,43;412,57;411,98;421,59;312,48
216;show;407393;154828;0,09;51762;51068;63011;81801;28323;51438;55431;24543;416,58;397,07;491,99;648,52;239,37;407,94;455,32;204,88
217;god;405305;80007;0,91;58862;83367;129792;25480;39348;30989;12603;24857;473,72;648,20;1013,41;202,00;332,55;245,77;103,52;207,50
218;came;403042;160336;0,01;36834;42035;59382;61772;91520;43988;47304;20206;296,44;326,83;463,65;489,73;773,48;348,86;388,56;168,68
219;ever;402993;160438;0,05;57101;53687;89027;54587;59326;42857;32343;14064;459,55;417,43;695,12;432,76;501,39;339,89;265,67;117,41
220;feel;402775;149584;0,03;62708;52243;82222;60944;49867;45435;32499;16849;504,68;406,20;641,99;483,16;421,45;360,33;266,95;140,65
221;though;401952;170819;0,12;62966;58529;26176;45847;78493;54949;43172;31820;506,75;455,08;204,38;363,47;663,38;435,79;354,62;265,63
222;keep;401067;168838;0,11;60339;52244;86613;46903;48802;52879;39237;14048;485,61;406,21;676,27;371,85;412,45;419,37;322,30;117,27
223;high;398502;162386;0,14;47075;48839;26444;36249;37232;59633;69534;73495;378,86;379,74;206,47;287,38;314,67;472,94;571,16;613,53
224;states;396934;113628;0,64;44084;62722;7074;74873;5799;42713;55755;103914;354,79;487,68;55,23;593,59;49,01;338,75;457,98;867,46
225;enough;396605;168691;0,03;60354;51106;60509;41350;70702;52673;40818;19092;485,73;397,36;472,45;327,82;597,54;417,74;335,28;159,38
226;government;396422;96405;0,08;65671;66485;9426;73178;6702;42560;67846;64552;528,52;516,94;73,60;580,15;56,64;337,53;557,29;538,87
227;anything;395551;145289;0,06;54738;45108;110048;57426;62944;29030;26389;9867;440,53;350,73;859,25;455,27;531,97;230,23;216,76;82,37
228;nothing;383877;141307;0,18;51568;48699;97077;38778;77012;30275;26159;14303;415,02;378,65;757,97;307,43;650,87;240,10;214,87;119,40
229;students;383366;54383;0,06;28222;30516;4643;15091;8919;23215;44936;227824;227,13;237,27;36,25;119,64;75,38;184,11;369,11;1901,85
230;until;382431;166531;0,08;46036;47555;40023;34535;64114;71157;54607;24400;370,50;369,75;312,50;273,79;541,86;564,33;448,55;203,69
231;country;377978;131476;0,05;54346;55900;17665;95799;16440;44886;58296;34645;437,38;434,64;137,93;759,49;138,94;355,98;478,85;289,21
232;went;377066;145877;0,01;38339;39595;55319;66646;84251;38210;42604;12098;308,55;307,86;431,93;528,37;712,05;303,03;349,95;100,99
233;city;375602;120834;0,38;40949;41276;25115;44031;32221;50565;111535;29909;329,56;320,93;196,10;349,08;272,32;401,02;916,16;249,68
234;believe;375032;139045;0,03;64136;53972;78324;72089;32527;26567;28090;19325;516,17;419,65;611,55;571,52;274,90;210,70;230,73;161,32
235;once;374966;173573;0,22;48874;49698;41766;37279;70107;55918;41852;29467;393,34;386,41;326,11;295,55;592,51;443,47;343,78;245,99
236;maybe;374724;118135;0,45;48747;33178;122728;54358;73659;20351;18272;3430;392,32;257,97;958,25;430,95;622,53;161,40;150,09;28,63
237;public;374253;129345;0,11;50369;56740;9566;50779;9410;45676;72002;79705;405,37;441,17;74,69;402,57;79,53;362,25;591,43;665,37
238;called;372454;167176;0,01;36608;46595;45201;61521;54420;53432;47693;26982;294,62;362,29;352,93;487,74;459,93;423,76;391,75;225,24
239;call;371200;140961;0,10;36581;36988;104762;55231;47228;35368;40156;14877;294,41;287,59;817,98;437,87;399,15;280,50;329,85;124,19
240;white;369417;117656;0,43;36863;36095;21937;63960;59423;58663;53290;39126;296,68;280,65;171,28;507,07;502,21;465,24;437,73;326,62
241;case;360937;133813;0,04;48246;49499;34882;69553;23631;33914;43223;57985;388,29;384,87;272,36;551,41;199,72;268,96;355,04;484,05
242;talk;360840;126037;0,08;32834;29435;102838;94631;41026;25019;25826;9228;264,25;228,86;802,95;750,23;346,73;198,42;212,14;77,03
243;course;360346;147977;0,02;49735;43077;55086;60609;46561;38383;26422;40464;400,27;334,93;430,11;480,51;393,51;304,41;217,03;337,79
244;percent;357621;93532;0,01;28355;39106;4150;58772;4044;62117;98052;63022;228,20;304,06;32,40;465,94;34,18;492,64;805,41;526,10
245;done;356752;152291;0,02;52690;46515;66852;66634;42263;30542;32937;18317;424,05;361,67;521,98;528,27;357,19;242,22;270,55;152,91
246;gon;355454;38230;0,03;6003;6580;307369;16769;13083;3256;2058;336;48,31;51,16;2399,92;132,94;110,57;25,82;16,90;2,80
247;times;354347;166510;0,19;51180;54415;29304;48369;33626;52159;52373;32919;411,90;423,09;228,80;383,47;284,19;413,66;430,20;274,80
248;actually;354125;138634;0,11;69879;53425;56785;89778;23041;28457;16603;16157;562,39;415,39;443,37;711,76;194,73;225,69;136,38;134,88
249;days;353629;160294;0,03;45472;46945;37982;51216;47034;51063;51968;21947;365,96;365,01;296,56;406,04;397,51;404,97;426,87;183,21
250;real;350225;145436;0,07;57142;48679;59514;51468;34750;39084;35846;23739;459,88;378,49;464,68;408,04;293,69;309,97;294,44;198,17
251;fact;349683;147896;0,02;62796;55790;22128;76443;25931;38064;25630;42899;505,39;433,78;172,77;606,04;219,16;301,88;210,53;358,12
252;men;348932;102427;0,09;44663;48023;34477;34809;58279;50234;39089;39356;359,45;373,39;269,19;275,96;492,55;398,39;321,08;328,54
253;took;347307;151036;0,01;33537;36069;45975;41657;85239;40853;44345;19631;269,91;280,45;358,97;330,26;720,40;324,00;364,25;163,88
254;care;347161;116136;0,06;49472;50183;56763;48350;27272;35562;38119;41438;398,15;390,19;443,20;383,32;230,49;282,03;313,11;345,92
255;number;341916;142525;0,05;41877;52114;28312;50232;18827;41836;38098;70619;337,03;405,20;221,06;398,24;159,12;331,79;312,94;589,52
256;head;340656;127681;0,05;27217;33984;48105;26460;121035;37979;31590;14280;219,04;264,23;375,60;209,77;1022,93;301,20;259,48;119,21
257;less;339506;153689;0,03;55011;54958;15102;27247;24267;60770;41537;60609;442,73;427,31;117,92;216,01;205,09;481,95;341,19;505,96
258;yet;338754;158816;0,22;47898;48008;41241;35115;45373;46345;36476;38294;385,49;373,27;322,01;278,39;383,47;367,55;299,62;319,67
259;second;336773;153502;0,13;40153;44740;38756;35970;35170;39172;51520;51290;323,15;347,86;302,61;285,17;297,24;310,66;423,19;428,16
260;system;335054;108639;0,05;50620;52131;14854;33315;10904;53537;43865;75825;407,39;405,33;115,98;264,12;92,16;424,59;360,31;632,98
261;important;331815;146217;0,01;46821;46733;25276;51542;14659;41171;29000;76613;376,82;363,36;197,35;408,62;123,89;326,52;238,21;639,56
262;far;331811;158756;0,04;53625;47258;28308;42911;46513;45680;40046;27469;431,58;367,44;221,03;340,20;393,10;362,28;328,94;229,31
263;hey;331260;53774;0,87;9104;7438;271884;19298;16313;3635;3218;365;73,27;57,83;2122,86;152,99;137,87;28,83;26,43;3,05
264;someone;329132;127106;0,10;64276;49218;65067;38988;50859;26597;24815;9309;517,30;382,68;508,04;309,10;429,84;210,93;203,83;77,71
265;trying;329076;142605;0,03;46845;38688;62100;66412;44114;27421;34069;9420;377,01;300,81;484,87;526,51;372,83;217,47;279,85;78,64
266;getting;327697;149473;0,06;52928;41029;62025;59096;34698;34506;35011;8399;425,97;319,01;484,29;468,51;293,25;273,66;287,58;70,11
267;change;327055;137702;0,05;54631;52672;31396;40526;20812;38404;34799;53814;439,67;409,54;245,14;321,29;175,89;304,57;285,84;449,23
268;week;326765;147122;0,05;46514;38625;29583;69964;24956;36282;68956;11885;374,35;300,32;230,98;554,67;210,92;287,74;566,41;99,21
269;set;326720;158258;0,05;39429;46584;29866;29970;41754;53827;45185;40090;317,33;362,20;233,19;237,60;352,88;426,89;371,15;334,67
270;however;326201;132567;0,47;53483;60583;5119;11381;13654;46021;29228;106727;430,43;471,05;39,97;90,23;115,40;364,98;240,08;890,95
271;water;324518;89138;0,07;28864;36683;27245;22657;58181;67217;42871;40796;232,30;285,22;212,73;179,62;491,72;533,08;352,15;340,56
272;business;324265;119578;0,09;53106;42587;34130;39059;23399;46695;60204;25083;427,40;331,12;266,49;309,66;197,76;370,33;494,52;209,39
273;everything;324150;135571;0,15;41844;38205;84502;44577;49564;30807;26162;8467;336,76;297,05;659,79;353,41;418,89;244,32;214,90;70,68
274;small;323880;143796;0,05;39012;39448;15751;24411;60695;61437;41902;41221;313,97;306,72;122,98;193,53;512,96;487,24;344,19;344,11
275;room;323298;110352;0,07;21627;27382;50172;26168;110844;39346;36084;11665;174,06;212,90;391,74;207,46;936,80;312,04;296,40;97,38
276;wanted;322608;126543;0,02;31800;29868;69058;50822;68507;30547;31534;10452;255,93;232,23;539,20;402,92;578,99;242,26;259,02;87,25
277;least;322283;159075;0,01;52620;47823;27948;37279;35463;44140;39366;37641;423,49;371,84;218,22;295,55;299,72;350,06;323,36;314,22
278;national;322172;120811;0,49;29926;40329;5568;45042;4562;55750;66536;74457;240,85;313,57;43,47;357,09;38,56;442,14;546,53;621,56
279;thank;320990;85538;0,67;27441;21875;134993;104471;17882;5286;4918;4119;220,85;170,08;1054,02;828,24;151,13;41,92;40,40;34,39
280;story;319852;119703;0,05;46313;52198;29860;65590;30704;34712;35318;25147;372,73;405,85;233,15;520,00;259,50;275,29;290,11;209,92
281;power;319416;108560;0,09;49287;52118;29921;29208;16769;47293;36212;58600;396,66;405,23;233,62;231,56;141,72;375,07;297,45;489,19
282;group;319261;122884;0,11;36374;41722;10641;29987;14405;44702;55986;85443;292,74;324,40;83,08;237,74;121,74;354,52;459,87;713,27
283;four;319239;154374;0,11;28333;33636;30807;42185;32262;48950;64299;38767;228,03;261,53;240,54;334,44;272,66;388,21;528,16;323,62
284;mother;318786;86790;0,13;18370;22865;53701;34093;110370;34108;30293;14974;147,84;177,78;419,29;270,29;932,79;270,50;248,83;125,00
285;having;318644;151384;0,09;55817;50301;38410;47976;31911;34717;29590;29922;449,22;391,10;299,90;380,35;269,70;275,33;243,06;249,79
286;name;317460;124769;0,04;35582;45439;74900;32805;53238;29165;29567;16759;286,37;353,30;584,82;260,08;449,94;231,30;242,87;139,90
287;woman;317165;94966;0,13;28987;28133;50268;53029;81710;30429;27020;17579;233,29;218,74;392,49;420,41;690,57;241,33;221,94;146,75
288;war;316609;82160;0,31;34494;42017;20235;61603;19960;45795;45466;47039;277,61;326,69;157,99;488,39;168,69;363,19;373,46;392,68
289;information;314377;107726;0,08;41371;61494;12450;32079;9620;41063;37637;78663;332,96;478,13;97,21;254,32;81,30;325,66;309,15;656,67
290;problem;314233;125707;0,03;51649;44091;44286;55163;17539;32828;28605;40069;415,67;342,82;345,78;437,33;148,23;260,35;234,96;334,49
291;job;313048;121679;0,03;47379;42851;54401;46114;28630;32262;44282;17128;381,31;333,18;424,76;365,59;241,97;255,86;363,74;142,98
292;later;312118;149260;0,10;28825;36808;32761;37028;48396;50323;46372;31600;231,99;286,19;255,80;293,56;409,02;399,10;380,90;263,79
293;already;311672;150908;0,03;48089;42311;43806;36087;46842;36016;34887;23634;387,02;328,98;342,04;286,10;395,89;285,63;286,57;197,29
294;game;311458;89053;0,09;62994;46460;32938;19666;15453;41856;81464;10545;506,98;361,24;257,18;155,91;130,60;331,95;669,15;88,03
295;black;310554;94023;0,28;29513;29130;23848;30422;58525;59831;42636;36214;237,52;226,49;186,20;241,18;494,62;474,51;350,22;302,31
296;hard;308390;146196;0,04;47418;40537;42381;43296;47687;39855;34470;12745;381,62;315,19;330,91;343,25;403,03;316,08;283,14;106,39
297;making;308163;158842;0,05;51731;45015;30628;39612;30870;42374;36766;31166;416,33;350,00;239,14;314,04;260,90;336,06;302,00;260,17
298;looking;306321;138810;0,07;39410;33877;57646;48687;60602;28844;26677;10573;317,17;263,40;450,10;385,99;512,18;228,76;219,13;88,26
299;asked;304978;125665;0,02;26268;29906;25849;36056;95016;31792;36233;23857;211,41;232,53;201,83;285,85;803,03;252,14;297,62;199,16
300;million;304230;105293;0,01;31983;34795;15957;39848;6255;58191;96691;20503;257,40;270,54;124,59;315,91;52,86;461,50;794,23;171,16
301;book;303554;89523;0,08;47345;78380;21590;43353;24900;32728;29391;25823;381,03;609,42;168,57;343,70;210,44;259,56;241,42;215,57
302;together;303489;140715;0,04;32896;36372;51809;42185;43029;41772;30159;25260;264,75;282,80;404,52;334,44;363,66;331,28;247,73;210,87
303;face;303463;120096;0,04;26654;30454;36592;26958;111583;30412;23805;17002;214,51;236,79;285,71;213,72;943,04;241,19;195,54;141,93
304;health;300735;76642;0,21;37889;44858;5282;37470;4710;45663;43308;81553;304,93;348,78;41,24;297,06;39,81;362,14;355,74;680,80
305;united;300092;94532;0,97;24505;44509;6318;65396;4504;33063;49056;72593;197,22;346,07;49,33;518,46;38,07;262,22;402,95;606,00
306;question;299932;121890;0,04;42448;41534;26198;81660;22222;24114;23704;38049;341,62;322,94;204,55;647,40;187,81;191,24;194,71;317,63
307;hand;299551;117364;0,03;27146;31341;32620;22323;110141;30644;19942;25234;218,47;243,68;254,70;176,98;930,86;243,03;163,81;210,65
308;father;299459;80122;0,15;15983;24900;59793;31106;94798;29123;29236;14506;128,63;193,60;466,86;246,61;801,19;230,97;240,15;121,09
309;person;297524;120886;0,02;53782;56601;31765;47721;24420;29945;26268;27020;432,84;440,09;248,02;378,33;206,39;237,49;215,77;225,56
310;young;296724;120840;0,13;28287;32471;26885;38626;48594;42109;46271;33479;227,66;252,47;209,92;306,23;410,69;333,96;380,07;279,48
311;often;295831;138467;0,04;40994;44677;6735;19912;21343;57362;39376;65430;329,92;347,37;52,59;157,86;180,38;454,92;323,44;546,20
312;ago;295541;147321;0,01;39336;33104;39513;54402;32502;36682;49742;10259;316,58;257,39;308,52;431,30;274,69;290,92;408,59;85,64
313;seen;294380;138346;0,01;37023;34997;47922;45485;46559;29049;27853;25491;297,96;272,11;374,17;360,60;393,49;230,38;228,79;212,80
314;past;293944;148467;0,02;40455;38852;17842;32328;42137;41393;45417;35514;325,58;302,08;139,31;256,30;356,12;328,28;373,06;296,47
315;social;290452;79260;0,18;41244;40994;4833;17513;6005;30420;24994;124448;331,93;318,74;37,74;138,84;50,75;241,25;205,30;1038,88
316;news;289547;118852;0,36;35632;34043;22333;95154;16329;30481;44507;11043;286,77;264,69;174,38;754,38;138,00;241,74;365,58;92,19
317;bad;286991;120515;0,07;48610;38168;69448;38157;34383;25659;24455;8102;391,22;296,77;542,25;302,51;290,59;203,50;200,88;67,63
318;play;286696;117306;0,04;40301;34809;42478;31703;21638;35258;55209;25296;324,34;270,65;331,67;251,34;182,87;279,62;453,49;211,17
319;try;286552;133259;0,10;44712;38806;57038;48573;27053;34991;25362;10016;359,84;301,73;445,35;385,09;228,64;277,51;208,33;83,61
320;coming;286229;130411;0,08;30134;26466;66152;70240;37878;21268;25782;8307;242,52;205,78;516,51;556,86;320,13;168,67;211,78;69,35
321;company;285648;95116;0,10;39474;36624;16356;25488;13879;63132;74104;16591;317,69;284,76;127,71;202,07;117,30;500,69;608,70;138,50
322;others;285353;136390;0,08;49513;49161;11908;23485;27110;37976;39498;46700;398,48;382,24;92,98;186,19;229,12;301,18;324,44;389,85
323;side;285004;126570;0,05;34886;34856;27049;35372;63318;41460;31265;16795;280,76;271,01;211,20;280,43;535,13;328,81;256,81;140,20
